basin_id,index
01440200,466
01440400,467
01440485,468
01441495,469
01442500,470
01443280,471
01443500,472
01443900,473
01445000,474
01445500,475
01446000,476
01446500,477
01446775,478
01446776,479
01447500,480
01447680,481
01447720,482
01447800,483
01448500,484
01449000,485
01449360,486
01449800,487
01450500,488
01451000,489
01451500,490
01451650,491
01451800,492
01452000,493
01452500,494
01453000,495
01454700,496
01455500,497
01457000,498
01457500,499
01460880,500
01461300,501
01463500,502
01465880,503
01466500,504
01466900,505
01467471,506
01467492,507
01468500,508
01469500,509
01469700,510
01470500,511
01470756,512
01470779,513
01470853,514
01470960,515
01471000,516
01471510,517
01471875,518
01471980,519
01472000,520
01472198,521
01472199,522
01473500,523
01475000,524
01475850,525
01476480,526
01477000,527
01477800,528
01478000,529
01478120,530
01478245,531
01478650,532
01479000,533
01479820,534
01480000,535
01480015,536
01480300,537
01480400,538
01480500,539
01480617,540
01480638,541
01480675,542
01480685,543
01480700,544
01480870,545
01481000,546
01483155,547
01483200,548
01483700,549
01484000,550
01484085,551
01484100,552
01484525,553
01484800,554
01485000,555
01485500,556
01486000,557
01486500,558
01487000,559
01488500,560
01490000,561
01491000,562
01491500,563
01492500,564
01493000,565
01493500,566
01494150,567
01496200,568
01500000,569
01500500,570
01502000,571
01502500,572
01503000,573
01505000,574
01507000,575
01509000,576
01510000,577
01512500,578
01513831,579
01514000,580
01515000,581
01516350,582
01516500,583
01518000,584
01518700,585
01518862,586
01520000,587
01520500,588
01521500,589
01523500,590
01524500,591
01525500,592
01525981,593
01526500,594
01527500,595
01528000,596
01529500,597
01529950,598
01530500,599
01531000,600
01531500,601
01532000,602
01533400,603
01534000,604
01534300,605
01534500,606
01534860,607
01536000,608
01536500,609
01537000,610
01538000,611
01539000,612
01540500,613
01541000,614
01541200,615
01541303,616
01541500,617
01542500,618
01542810,619
01543000,620
01543500,621
01544000,622
01544500,623
01545000,624
01545500,625
01545600,626
01546400,627
01546500,628
01547100,629
01547200,630
01547500,631
01547700,632
01547950,633
01548005,634
01548500,635
01549500,636
01549700,637
01550000,638
01551500,639
01552000,640
01552500,641
01553500,642
01553700,643
01554000,644
01555000,645
01555500,646
01556000,647
01557500,648
01558000,649
01558098,650
01559000,651
01560000,652
01562000,653
01563200,654
01563500,655
01564500,656
01565000,657
01566000,658
01567000,659
01567500,660
01568000,661
01568500,662
01569800,663
01570000,664
01571184,665
01571500,666
01572025,667
01572190,668
01572950,669
01573000,670
01573482,671
01573560,672
01573825,673
01573849,674
01580000,675
01581700,676
01581752,677
01581757,678
01581810,679
01581830,680
01581870,681
01581920,682
01581960,683
01582000,684
01583000,685
01583500,686
01583580,687
01585500,688
01586610,689
01589000,690
01589100,691
01589197,692
01589290,693
01589300,694
01589305,695
01589312,696
01589317,697
01589330,698
01589352,699
01589440,700
01591400,701
01594526,702
01594930,703
01594936,704
01594950,705
01595000,706
01595300,707
01595500,708
01595800,709
01596500,710
01597000,711
01597500,712
01598500,713
01599000,714
01600000,715
01601000,716
01601500,717
01603000,718
01604500,719
01605500,720
01606000,721
01606500,722
01607500,723
01608000,724
01608500,725
01609000,726
01610000,727
01610155,728
01611500,729
01613000,730
01613050,731
01613095,732
01613525,733
01613900,734
01614000,735
01614500,736
01614830,737
01615000,738
01616000,739
01616100,740
01616500,741
01617000,742
01617800,743
01618000,744
01619000,745
01619500,746
01620500,747
01621050,748
01622000,749
01624800,750
01625000,751
01626000,752
01626850,753
01627500,754
01628500,755
01629500,756
01630700,757
01631000,758
01632000,759
01632082,760
01632900,761
01633000,762
01634000,763
01634500,764
01635090,765
01635500,766
01636242,767
0163626650,768
01636316,769
01636500,770
01636690,771
01637500,772
01638350,773
01638420,774
01638480,775
01638500,776
01639000,777
01639500,778
01641000,779
01641500,780
01642190,781
01642438,782
01643000,783
01643395,784
01643500,785
01643590,786
01643700,787
01643805,788
01643880,789
01644000,790
01644280,791
01644371,792
01644375,793
01644380,794
01644600,795
01645000,796
01645704,797
01645762,798
01646000,799
01646305,800
01646500,801
01647850,802
01648000,803
01649150,804
01649190,805
01649500,806
01650500,807
01650800,808
01651000,809
01651800,810
01652500,811
01653000,812
01653600,813
01654000,814
01656000,815
01656903,816
01658000,817
01658500,818
01659000,819
01659500,820
01660000,821
01660400,822
01660920,823
01661050,824
01661500,825
01662800,826
01663500,827
01664000,828
01665000,829
01665500,830
01666500,831
01667500,832
01668000,833
01668500,834
01669000,835
01669520,836
01670400,837
01671020,838
01671025,839
01671100,840
01672500,841
01673000,842
01673550,843
01673638,844
01673800,845
01674000,846
01674500,847
02011400,848
02011460,849
02011470,850
02011490,851
02011500,852
02011800,853
02013000,854
02013100,855
02014000,856
02015700,857
02016000,858
02016500,859
02017500,860
02018000,861
02018500,862
02019500,863
02020500,864
02021500,865
02022500,866
02024000,867
02024752,868
02024915,869
02025500,870
02026000,871
02027000,872
02027500,873
02027800,874
02028500,875
02029000,876
02030000,877
02030500,878
02031000,879
02032250,880
02032640,881
02032680,882
02034000,883
02035000,884
02036500,885
02037500,886
02038000,887
02038850,888
02039000,889
02039500,890
02040000,891
02041000,892
02041650,893
02042500,894
02043500,895
0204382800,896
02044500,897
02045500,898
02046000,899
02047000,900
02047500,901
02049500,902
02051000,903
02051500,904
02052000,905
02052500,906
02053200,907
02053800,908
02054500,909
02054530,910
02055000,911
02055100,912
02056000,913
02056650,914
02056900,915
02058400,916
02059485,917
02059500,918
02060500,919
02061000,920
02061500,921
02062500,922
02064000,923
02065500,924
02066000,925
02068500,926
02069000,927
02069700,928
02070000,929
02070500,930
02071530,931
02074500,932
02075000,933
02075045,934
02075500,935
02076500,936
02077000,937
02077200,938
02079640,939
0208111310,940
02081500,941
02082770,942
02082950,943
02084160,944
02084557,945
02085220,946
0208650112,947
02088470,948
02091000,949
02091700,950
02091814,951
02092000,952
02092500,953
02093000,954
0209553650,955
02096846,956
0209722970,957
02097280,958
02098198,959
02102908,960
02104220,961
02105500,962
02105900,963
02108000,964
02110500,965
02111000,966
02111180,967
0211139110,968
02111500,969
02112000,970
02112120,971
02112250,972
02112360,973
02118500,974
02123567,975
02125000,976
02128000,977
02135300,978
02137727,979
02138500,980
0213903612,981
02140991,982
02142000,983
0214253361,984
02143000,985
02143040,986
0214657975,987
02147500,988
02149000,989
02150495,990
02152100,991
02152285,992
02152474,993
02153200,994
021536097,995
02157470,996
02157490,997
02160000,998
02162350,999
